
"CSC 491 /0","01","6939","Ind","","001077","","","","","","","10","0","0","0",""
"CSC 491 /0","02","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","03","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","04","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","05","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","06","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","07","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","08","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","09","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","10","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","11","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","12","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","13","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","14","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","15","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","16","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","17","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","18","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","19","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","20","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","21","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","22","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","23","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","24","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","25","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","26","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","27","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","28","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","29","****","Ind","","001077","","","","","","","","","","",""
"CSC 491 /0","30","****","Ind","","001077","","","","","","","","","","",""
